WKT,element
"POLYGON ((584576.235 5035379.721,584567.075 5035345.767,584620.705 5035395.24,584576.235 5035379.721))",531
"POLYGON ((584620.705 5035395.24,584608.247 5035430.856,584599.516 5035408.822,584620.705 5035395.24))",532
"POLYGON ((584589.539 5035394.271,584599.516 5035408.822,584576.235 5035379.721,584589.539 5035394.271))",533
"POLYGON ((584576.235 5035379.721,584566.361 5035444.108,584545.471 5035367.664,584576.235 5035379.721))",534
"POLYGON ((584602.205 5035333.036,584632.138 5035367.126,584620.705 5035395.24,584602.205 5035333.036))",535
"POLYGON ((584567.075 5035345.767,584561.255 5035318.745,584580.587 5035331.373,584567.075 5035345.767))",536
"POLYGON ((584545.471 5035367.664,584471.158 5035407.523,584508.886 5035363.091,584545.471 5035367.664))",537
"POLYGON ((584635.464 5035278.99,584590.564 5035304.766,584605.323 5035263.036,584635.464 5035278.99))",538
"POLYGON ((584467.299 5035191.114,584493.906 5035142.888,584481.018 5035186.541,584467.299 5035191.114))",539
"POLYGON ((584472.769 5032607.178,584562.294 5032669.831,584453.645 5032630.459,584472.769 5032607.178))",540
"POLYGON ((584566.361 5035444.108,584576.235 5035379.721,584599.516 5035408.822,584566.361 5035444.108))",541
"POLYGON ((584605.115 5034798.399,584613.638 5034839.401,584579.547 5034893.031,584605.115 5034798.399))",542
"POLYGON ((584355.05 5032561.584,584364.196 5032547.033,584342.578 5032589.438,584355.05 5032561.584))",543
"POLYGON ((584391.648 5035440.418,584389.05 5035413.343,584400.795 5035414.642,584391.648 5035440.418))",544
"POLYGON ((582885.162 5035516.804,582928.18 5035483.713,582924.503 5035519.441,582885.162 5035516.804))",545
"POLYGON ((582964.581 5035492.537,582954.436 5035521.52,582928.18 5035483.713,582964.581 5035492.537))",546
"POLYGON ((582949.305 5035539.103,582924.503 5035519.441,582954.436 5035521.52,582949.305 5035539.103))",547
"POLYGON ((582954.436 5035521.52,582924.503 5035519.441,582928.18 5035483.713,582954.436 5035521.52))",548
"POLYGON ((582997.946 5035540.766,582959.698 5035536.609,582983.953 5035529.003,582997.946 5035540.766))",549
"POLYGON ((582983.953 5035529.003,582959.698 5035536.609,582954.436 5035521.52,582983.953 5035529.003))",550
"POLYGON ((582954.436 5035521.52,582964.581 5035492.537,583000.582 5035531.082,582954.436 5035521.52))",551
"POLYGON ((583000.582 5035531.082,582997.946 5035540.766,582983.953 5035529.003,583000.582 5035531.082))",552
"POLYGON ((583000.582 5035531.082,582983.953 5035529.003,582954.436 5035521.52,583000.582 5035531.082))",553
"POLYGON ((582885.162 5035516.804,582924.503 5035519.441,582903.716 5035539.812,582885.162 5035516.804))",554
"POLYGON ((582964.581 5035492.537,583008.702 5035489.228,583000.582 5035531.082,582964.581 5035492.537))",555
"POLYGON ((582959.698 5035536.609,582949.305 5035539.103,582954.436 5035521.52,582959.698 5035536.609))",556
"POLYGON ((583025.942 5035530.666,583008.702 5035489.228,583038.484 5035480.404,583025.942 5035530.666))",557
"POLYGON ((583077.078 5035493.25,583062.751 5035471.58,583096.945 5035469.374,583077.078 5035493.25))",558
"POLYGON ((583124.887 5035489.092,583096.945 5035469.374,583131.139 5035456.137,583124.887 5035489.092))",559
"POLYGON ((583038.484 5035480.404,583062.751 5035471.58,583077.078 5035493.25,583038.484 5035480.404))",560
"POLYGON ((583116.157 5035492.003,583098.138 5035500.856,583077.078 5035493.25,583116.157 5035492.003))",561
"POLYGON ((583036.193 5035539.519,583025.942 5035530.666,583049.639 5035524.014,583036.193 5035539.519))",562
"POLYGON ((583025.942 5035530.666,583038.484 5035480.404,583049.639 5035524.014,583025.942 5035530.666))",563
"POLYGON ((583062.8 5035530.373,583049.639 5035524.014,583077.078 5035493.25,583062.8 5035530.373))",564
"POLYGON ((582997.946 5035540.766,583000.582 5035531.082,583025.942 5035530.666,582997.946 5035540.766))",565
"POLYGON ((583124.887 5035489.092,583077.078 5035493.25,583096.945 5035469.374,583124.887 5035489.092))",566
"POLYGON ((583116.157 5035492.003,583077.078 5035493.25,583124.887 5035489.092,583116.157 5035492.003))",567
"POLYGON ((583152.028 5035591.278,583062.8 5035530.373,583098.138 5035500.856,583152.028 5035591.278))",568
"POLYGON ((583077.078 5035493.25,583098.138 5035500.856,583062.8 5035530.373,583077.078 5035493.25))",569
"POLYGON ((583038.484 5035480.404,583077.078 5035493.25,583049.639 5035524.014,583038.484 5035480.404))",570
"POLYGON ((583127.499 5035629.526,583062.8 5035530.373,583152.028 5035591.278,583127.499 5035629.526))",571
"POLYGON ((583116.157 5035492.003,583133.476 5035497.53,583098.138 5035500.856,583116.157 5035492.003))",572
"POLYGON ((583008.702 5035489.228,583025.942 5035530.666,583000.582 5035531.082,583008.702 5035489.228))",573
"POLYGON ((583062.8 5035530.373,583036.193 5035539.519,583049.639 5035524.014,583062.8 5035530.373))",574
"POLYGON ((582771.549 5035605.047,582792.507 5035632.623,582724.118 5035662.405,582771.549 5035605.047))",575
"POLYGON ((582839.937 5035587.399,582880.85 5035623.375,582844.349 5035628.211,582839.937 5035587.399))",576
"POLYGON ((582847.659 5035564.235,582886.671 5035595.105,582839.937 5035587.399,582847.659 5035564.235))",577
"POLYGON ((582721.912 5035609.46,582771.549 5035605.047,582713.088 5035633.726,582721.912 5035609.46))",578
"POLYGON ((582880.85 5035623.375,582874.614 5035653.308,582844.349 5035628.211,582880.85 5035623.375))",579
"POLYGON ((582771.549 5035605.047,582724.118 5035662.405,582713.088 5035633.726,582771.549 5035605.047))",580
"POLYGON ((582874.614 5035653.308,582838.834 5035661.302,582844.349 5035628.211,582874.614 5035653.308))",581
"POLYGON ((582847.659 5035564.235,582864.204 5035538.865,582886.671 5035595.105,582847.659 5035564.235))",582
"POLYGON ((582903.716 5035539.812,582927.27 5035563.216,582915.214 5035590.239,582903.716 5035539.812))",583
"POLYGON ((582903.716 5035539.812,582924.503 5035519.441,582927.27 5035563.216,582903.716 5035539.812))",584
"POLYGON ((582997.946 5035540.766,582927.27 5035563.216,582959.698 5035536.609,582997.946 5035540.766))",585
"POLYGON ((582997.946 5035540.766,583025.942 5035530.666,583036.193 5035539.519,582997.946 5035540.766))",586
"POLYGON ((582927.27 5035563.216,582997.946 5035540.766,582915.214 5035590.239,582927.27 5035563.216))",587
"POLYGON ((582959.698 5035536.609,582927.27 5035563.216,582949.305 5035539.103,582959.698 5035536.609))",588
"POLYGON ((582864.204 5035538.865,582885.162 5035516.804,582903.716 5035539.812,582864.204 5035538.865))",589
"POLYGON ((583036.193 5035539.519,582980.485 5035724.937,582997.946 5035540.766,583036.193 5035539.519))",590
"POLYGON ((582907.731 5035637.633,582880.85 5035623.375,582910.225 5035619.34,582907.731 5035637.633))",591
"POLYGON ((582886.671 5035595.105,582880.85 5035623.375,582839.937 5035587.399,582886.671 5035595.105))",592
"POLYGON ((582910.225 5035619.34,582880.85 5035623.375,582886.671 5035595.105,582910.225 5035619.34))",593
"POLYGON ((582880.85 5035623.375,582907.731 5035637.633,582874.614 5035653.308,582880.85 5035623.375))",594
"POLYGON ((582915.214 5035590.239,582997.946 5035540.766,582910.225 5035619.34,582915.214 5035590.239))",595
"POLYGON ((582915.214 5035590.239,582910.225 5035619.34,582886.671 5035595.105,582915.214 5035590.239))",596
"POLYGON ((582980.485 5035724.937,582910.225 5035619.34,582997.946 5035540.766,582980.485 5035724.937))",597
"POLYGON ((582980.485 5035724.937,582925.192 5035701.656,582910.225 5035619.34,582980.485 5035724.937))",598
"POLYGON ((582886.671 5035595.105,582903.716 5035539.812,582915.214 5035590.239,582886.671 5035595.105))",599
"POLYGON ((582874.614 5035653.308,582907.731 5035637.633,582925.192 5035701.656,582874.614 5035653.308))",600
"POLYGON ((583036.193 5035539.519,583062.8 5035530.373,583127.499 5035629.526,583036.193 5035539.519))",601
"POLYGON ((582903.716 5035539.812,582886.671 5035595.105,582864.204 5035538.865,582903.716 5035539.812))",602
"POLYGON ((582949.305 5035539.103,582927.27 5035563.216,582924.503 5035519.441,582949.305 5035539.103))",603
"POLYGON ((582980.485 5035724.937,583036.193 5035539.519,583127.499 5035629.526,582980.485 5035724.937))",604
"POLYGON ((583116.157 5035492.003,583124.887 5035489.092,583133.476 5035497.53,583116.157 5035492.003))",605
"POLYGON ((583156.899 5035476.205,583131.139 5035456.137,583156.509 5035449.519,583156.899 5035476.205))",606
"POLYGON ((583191.405 5035411.766,583198.746 5035450.552,583189.742 5035439.62,583191.405 5035411.766))",607
"POLYGON ((583189.742 5035439.62,583180.776 5035426.355,583191.405 5035411.766,583189.742 5035439.62))",608
"POLYGON ((583176.854 5035457.497,583180.776 5035426.355,583189.742 5035439.62,583176.854 5035457.497))",609
"POLYGON ((583156.509 5035449.519,583180.776 5035426.355,583176.854 5035457.497,583156.509 5035449.519))",610
"POLYGON ((583198.746 5035450.552,583176.854 5035457.497,583189.742 5035439.62,583198.746 5035450.552))",611
"POLYGON ((583133.476 5035497.53,583156.899 5035476.205,583157.172 5035496.698,583133.476 5035497.53))",612
"POLYGON ((583124.887 5035489.092,583156.899 5035476.205,583133.476 5035497.53,583124.887 5035489.092))",613
"POLYGON ((583156.899 5035476.205,583180.869 5035483.395,583157.172 5035496.698,583156.899 5035476.205))",614
"POLYGON ((583180.869 5035483.395,583156.899 5035476.205,583176.854 5035457.497,583180.869 5035483.395))",615
"POLYGON ((583180.869 5035483.395,583176.854 5035457.497,583198.746 5035450.552,583180.869 5035483.395))",616
"POLYGON ((583213.557 5035534.738,583157.172 5035496.698,583180.869 5035483.395,583213.557 5035534.738))",617
"POLYGON ((583156.509 5035449.519,583176.854 5035457.497,583156.899 5035476.205,583156.509 5035449.519))",618
"POLYGON ((583152.028 5035591.278,583133.476 5035497.53,583157.172 5035496.698,583152.028 5035591.278))",619
"POLYGON ((583198.746 5035450.552,583253.052 5035501.895,583180.869 5035483.395,583198.746 5035450.552))",620
"POLYGON ((583156.899 5035476.205,583124.887 5035489.092,583131.139 5035456.137,583156.899 5035476.205))",621
"POLYGON ((583267.758 5035425.607,583337.952 5035456.093,583323.467 5035476.327,583267.758 5035425.607))",622
"POLYGON ((583267.758 5035425.607,583293.884 5035394.565,583337.952 5035456.093,583267.758 5035425.607))",623
"POLYGON ((583505.559 5035407.731,583522.189 5035473.833,583483.46 5035455.262,583505.559 5035407.731))",624
"POLYGON ((583589.538 5035426.855,583522.189 5035473.833,583569.998 5035400.248,583589.538 5035426.855))",625
"POLYGON ((583337.952 5035456.093,583376.2 5035466.071,583323.467 5035476.327,583337.952 5035456.093))",626
"POLYGON ((583339.109 5035543.884,583253.052 5035501.895,583323.467 5035476.327,583339.109 5035543.884))",627
"POLYGON ((583323.467 5035476.327,583253.052 5035501.895,583267.758 5035425.607,583323.467 5035476.327))",628
"POLYGON ((583323.467 5035476.327,583376.2 5035466.071,583362.962 5035508.755,583323.467 5035476.327))",629
"POLYGON ((583362.962 5035508.755,583339.109 5035543.884,583323.467 5035476.327,583362.962 5035508.755))",630
"POLYGON ((583473.482 5035504.319,583522.189 5035473.833,583515.121 5035525.8,583473.482 5035504.319))",631
"POLYGON ((583380.838 5035532.867,583362.962 5035508.755,583376.2 5035466.071,583380.838 5035532.867))",632
"POLYGON ((583565.685 5035536.401,583515.121 5035525.8,583522.189 5035473.833,583565.685 5035536.401))",633
"POLYGON ((583483.46 5035455.262,583522.189 5035473.833,583473.482 5035504.319,583483.46 5035455.262))",634
"POLYGON ((583253.052 5035501.895,583213.557 5035534.738,583180.869 5035483.395,583253.052 5035501.895))",635
"POLYGON ((583565.685 5035536.401,583522.189 5035473.833,583615.313 5035454.709,583565.685 5035536.401))",636
"POLYGON ((583267.758 5035425.607,583253.052 5035501.895,583198.746 5035450.552,583267.758 5035425.607))",637
"POLYGON ((583473.482 5035504.319,583515.121 5035525.8,583474.795 5035561.553,583473.482 5035504.319))",638
"POLYGON ((583263.737 5035571.042,583339.109 5035543.884,583330.693 5035564.232,583263.737 5035571.042))",639
"POLYGON ((583263.737 5035571.042,583213.557 5035534.738,583253.052 5035501.895,583263.737 5035571.042))",640
"POLYGON ((583398.785 5035593.739,583339.109 5035543.884,583422.256 5035587.952,583398.785 5035593.739))",641
"POLYGON ((583263.737 5035571.042,583253.052 5035501.895,583339.109 5035543.884,583263.737 5035571.042))",642
"POLYGON ((583410.356 5035547.002,583380.838 5035532.867,583441.055 5035527.6,583410.356 5035547.002))",643
"POLYGON ((583422.256 5035587.952,583339.109 5035543.884,583380.838 5035532.867,583422.256 5035587.952))",644
"POLYGON ((583380.838 5035532.867,583339.109 5035543.884,583362.962 5035508.755,583380.838 5035532.867))",645
"POLYGON ((583380.838 5035532.867,583410.356 5035547.002,583422.256 5035587.952,583380.838 5035532.867))",646
"POLYGON ((583152.028 5035591.278,583187.781 5035574.649,583221.747 5035624.38,583152.028 5035591.278))",647
"POLYGON ((583152.028 5035591.278,583157.172 5035496.698,583187.781 5035574.649,583152.028 5035591.278))",648
"POLYGON ((583221.747 5035624.38,583263.737 5035571.042,583281.894 5035701.551,583221.747 5035624.38))",649
"POLYGON ((583263.737 5035571.042,583221.747 5035624.38,583187.781 5035574.649,583263.737 5035571.042))",650
"POLYGON ((583330.693 5035564.232,583281.894 5035701.551,583263.737 5035571.042,583330.693 5035564.232))",651
"POLYGON ((583398.785 5035593.739,583334.098 5035711.764,583330.693 5035564.232,583398.785 5035593.739))",652
"POLYGON ((583187.781 5035574.649,583213.557 5035534.738,583263.737 5035571.042,583187.781 5035574.649))",653
"POLYGON ((583152.028 5035591.278,583221.747 5035624.38,583127.499 5035629.526,583152.028 5035591.278))",654
"POLYGON ((583330.693 5035564.232,583339.109 5035543.884,583398.785 5035593.739,583330.693 5035564.232))",655
"POLYGON ((583187.781 5035574.649,583157.172 5035496.698,583213.557 5035534.738,583187.781 5035574.649))",656
"POLYGON ((583410.356 5035547.002,583448.188 5035566.542,583431.974 5035566.126,583410.356 5035547.002))",657
"POLYGON ((583431.974 5035566.126,583422.256 5035587.952,583410.356 5035547.002,583431.974 5035566.126))",658
"POLYGON ((583441.055 5035527.6,583474.795 5035561.553,583448.188 5035566.542,583441.055 5035527.6))",659
"POLYGON ((583441.055 5035527.6,583473.482 5035504.319,583474.795 5035561.553,583441.055 5035527.6))",660
"POLYGON ((583565.685 5035536.401,583474.795 5035561.553,583515.121 5035525.8,583565.685 5035536.401))",661
"POLYGON ((583448.188 5035566.542,583474.795 5035561.553,583462.998 5035575.48,583448.188 5035566.542))",662
"POLYGON ((583516.811 5035578.986,583565.685 5035536.401,583540.643 5035572.176,583516.811 5035578.986))",663
"POLYGON ((583431.974 5035566.126,583448.188 5035566.542,583422.256 5035587.952,583431.974 5035566.126))",664
"POLYGON ((583423.752 5035610.762,583422.256 5035587.952,583471.416 5035600.548,583423.752 5035610.762))",665
"POLYGON ((583462.998 5035575.48,583422.256 5035587.952,583448.188 5035566.542,583462.998 5035575.48))",666
"POLYGON ((583471.416 5035600.548,583422.256 5035587.952,583462.998 5035575.48,583471.416 5035600.548))",667
"POLYGON ((583422.256 5035587.952,583423.752 5035610.762,583398.785 5035593.739,583422.256 5035587.952))",668
"POLYGON ((583470.281 5035778.721,583471.416 5035600.548,583516.811 5035578.986,583470.281 5035778.721))",669
"POLYGON ((583462.998 5035575.48,583474.795 5035561.553,583565.685 5035536.401,583462.998 5035575.48))",670
"POLYGON ((583516.811 5035578.986,583462.998 5035575.48,583565.685 5035536.401,583516.811 5035578.986))",671
"POLYGON ((583470.281 5035778.721,583516.811 5035578.986,583540.643 5035572.176,583470.281 5035778.721))",672
"POLYGON ((583516.811 5035578.986,583471.416 5035600.548,583462.998 5035575.48,583516.811 5035578.986))",673
"POLYGON ((583423.752 5035610.762,583471.416 5035600.548,583470.281 5035778.721,583423.752 5035610.762))",674
"POLYGON ((583470.281 5035778.721,583540.643 5035572.176,583694.984 5035710.63,583470.281 5035778.721))",675
"POLYGON ((583410.356 5035547.002,583441.055 5035527.6,583448.188 5035566.542,583410.356 5035547.002))",676
"POLYGON ((583376.2 5035466.071,583441.055 5035527.6,583380.838 5035532.867,583376.2 5035466.071))",677
"POLYGON ((583202.454 5035675.449,583127.499 5035629.526,583221.747 5035624.38,583202.454 5035675.449))",678
"POLYGON ((583540.643 5035572.176,583565.685 5035536.401,583635.971 5035582.39,583540.643 5035572.176))",679
"POLYGON ((583133.476 5035497.53,583152.028 5035591.278,583098.138 5035500.856,583133.476 5035497.53))",680
"POLYGON ((583198.746 5035450.552,583207.892 5035398.169,583267.758 5035425.607,583198.746 5035450.552))",681
"POLYGON ((583423.752 5035610.762,583334.098 5035711.764,583398.785 5035593.739,583423.752 5035610.762))",682
"POLYGON ((582745.076 5035713.145,582724.118 5035662.405,582801.331 5035656.89,582745.076 5035713.145))",683
"POLYGON ((582801.331 5035656.89,582724.118 5035662.405,582792.507 5035632.623,582801.331 5035656.89))",684
"POLYGON ((582801.331 5035656.89,582825.598 5035685.569,582809.052 5035685.569,582801.331 5035656.89))",685
"POLYGON ((582826.351 5035696.252,582825.598 5035685.569,582840.07 5035686.69,582826.351 5035696.252))",686
"POLYGON ((582809.052 5035685.569,582825.598 5035685.569,582826.351 5035696.252,582809.052 5035685.569))",687
"POLYGON ((582745.076 5035713.145,582801.331 5035656.89,582809.052 5035685.569,582745.076 5035713.145))",688
"POLYGON ((582721.912 5035693.29,582724.118 5035662.405,582745.076 5035713.145,582721.912 5035693.29))",689
"POLYGON ((582809.052 5035685.569,582793.923 5035734.499,582745.076 5035713.145,582809.052 5035685.569))",690
"POLYGON ((582809.052 5035685.569,582811.384 5035717.454,582793.923 5035734.499,582809.052 5035685.569))",691
"POLYGON ((582828.429 5035741.983,582811.384 5035717.454,582826.351 5035696.252,582828.429 5035741.983))",692
"POLYGON ((582828.429 5035741.983,582793.923 5035734.499,582811.384 5035717.454,582828.429 5035741.983))",693
"POLYGON ((582826.351 5035696.252,582811.384 5035717.454,582809.052 5035685.569,582826.351 5035696.252))",694
"POLYGON ((582745.076 5035713.145,582793.923 5035734.499,582777.064 5035741.824,582745.076 5035713.145))",695
"POLYGON ((582825.598 5035685.569,582838.834 5035661.302,582840.07 5035686.69,582825.598 5035685.569))",696
"POLYGON ((582840.07 5035686.69,582867.963 5035691.972,582860.895 5035727.309,582840.07 5035686.69))",697
"POLYGON ((582840.07 5035686.69,582838.834 5035661.302,582867.963 5035691.972,582840.07 5035686.69))",698
"POLYGON ((582907.731 5035637.633,582910.225 5035619.34,582925.192 5035701.656,582907.731 5035637.633))",699
"POLYGON ((582867.963 5035691.972,582838.834 5035661.302,582874.614 5035653.308,582867.963 5035691.972))",700
"POLYGON ((583132.072 5035702.695,583202.454 5035675.449,583144.129 5035719.325,583132.072 5035702.695))",701
"POLYGON ((582980.485 5035724.937,583127.499 5035629.526,583079.846 5035744.893,582980.485 5035724.937))",702
"POLYGON ((582867.963 5035691.972,582874.614 5035653.308,582925.192 5035701.656,582867.963 5035691.972))",703
"POLYGON ((582867.963 5035691.972,582925.192 5035701.656,582901.221 5035734.792,582867.963 5035691.972))",704
"POLYGON ((582901.221 5035734.792,582860.895 5035727.309,582867.963 5035691.972,582901.221 5035734.792))",705
"POLYGON ((582901.221 5035734.792,582877.94 5035738.534,582860.895 5035727.309,582901.221 5035734.792))",706
"POLYGON ((582878.544 5035759.473,582877.94 5035738.534,582901.221 5035734.792,582878.544 5035759.473))",707
"POLYGON ((582860.895 5035727.309,582828.429 5035741.983,582826.351 5035696.252,582860.895 5035727.309))",708
"POLYGON ((582925.192 5035701.656,582961.503 5035736.04,582928.66 5035729.388,582925.192 5035701.656))",709
"POLYGON ((582901.221 5035734.792,582925.192 5035701.656,582928.66 5035729.388,582901.221 5035734.792))",710
"POLYGON ((582994.346 5035754.748,582961.503 5035736.04,582980.485 5035724.937,582994.346 5035754.748))",711
"POLYGON ((582901.221 5035734.792,582928.66 5035729.388,582922.665 5035753.958,582901.221 5035734.792))",712
"POLYGON ((582980.485 5035724.937,582961.503 5035736.04,582925.192 5035701.656,582980.485 5035724.937))",713
"POLYGON ((582961.503 5035736.04,582922.665 5035753.958,582928.66 5035729.388,582961.503 5035736.04))",714
"POLYGON ((583116.015 5035741.567,583132.072 5035702.695,583144.129 5035719.325,583116.015 5035741.567))",715
"POLYGON ((582840.07 5035686.69,582860.895 5035727.309,582826.351 5035696.252,582840.07 5035686.69))",716
"POLYGON ((583127.499 5035629.526,583132.072 5035702.695,583079.846 5035744.893,583127.499 5035629.526))",717
"POLYGON ((582870.419 5035746.14,582860.895 5035727.309,582877.94 5035738.534,582870.419 5035746.14))",718
"POLYGON ((582777.064 5035741.824,582793.923 5035734.499,582821.186 5035752.855,582777.064 5035741.824))",719
"POLYGON ((582821.186 5035752.855,582870.419 5035746.14,582878.544 5035759.473,582821.186 5035752.855))",720
"POLYGON ((582961.503 5035736.04,582994.346 5035754.748,582966.787 5035776.018,582961.503 5035736.04))",721
"POLYGON ((582901.221 5035734.792,582922.665 5035753.958,582878.544 5035759.473,582901.221 5035734.792))",722
"POLYGON ((582870.419 5035746.14,582821.186 5035752.855,582828.429 5035741.983,582870.419 5035746.14))",723
"POLYGON ((582828.429 5035741.983,582821.186 5035752.855,582793.923 5035734.499,582828.429 5035741.983))",724
"POLYGON ((582870.419 5035746.14,582877.94 5035738.534,582878.544 5035759.473,582870.419 5035746.14))",725
"POLYGON ((583018.629 5035798.079,582994.346 5035754.748,583030.1 5035775.119,583018.629 5035798.079))",726
"POLYGON ((583022.89 5035755.286,582994.346 5035754.748,582980.485 5035724.937,583022.89 5035755.286))",727
"POLYGON ((583030.1 5035775.119,582994.346 5035754.748,583022.89 5035755.286,583030.1 5035775.119))",728
"POLYGON ((582994.346 5035754.748,583018.629 5035798.079,582966.787 5035776.018,582994.346 5035754.748))",729
"POLYGON ((582961.503 5035736.04,582966.787 5035776.018,582922.665 5035753.958,582961.503 5035736.04))",730
"POLYGON ((582828.429 5035741.983,582860.895 5035727.309,582870.419 5035746.14,582828.429 5035741.983))",731
"POLYGON ((583070.426 5035772.209,583061.137 5035756.533,583079.846 5035744.893,583070.426 5035772.209))",732
"POLYGON ((583061.137 5035756.533,583030.1 5035775.119,583022.89 5035755.286,583061.137 5035756.533))",733
"POLYGON ((583098.28 5035757.242,583116.015 5035741.567,583145.674 5035760.152,583098.28 5035757.242))",734
"POLYGON ((583116.015 5035741.567,583098.28 5035757.242,583079.846 5035744.893,583116.015 5035741.567))",735
"POLYGON ((583116.015 5035741.567,583144.129 5035719.325,583160.758 5035726.392,583116.015 5035741.567))",736
"POLYGON ((583070.426 5035772.209,583079.846 5035744.893,583098.28 5035757.242,583070.426 5035772.209))",737
"POLYGON ((583022.89 5035755.286,582980.485 5035724.937,583079.846 5035744.893,583022.89 5035755.286))",738
"POLYGON ((583127.83 5035779.327,583098.28 5035757.242,583145.674 5035760.152,583127.83 5035779.327))",739
"POLYGON ((583030.1 5035775.119,583070.426 5035772.209,583056.133 5035812.419,583030.1 5035775.119))",740
"POLYGON ((583070.426 5035772.209,583030.1 5035775.119,583061.137 5035756.533,583070.426 5035772.209))",741
"POLYGON ((583056.133 5035812.419,583070.426 5035772.209,583081.503 5035801.388,583056.133 5035812.419))",742
"POLYGON ((583030.1 5035775.119,583056.133 5035812.419,583018.629 5035798.079,583030.1 5035775.119))",743
"POLYGON ((583081.503 5035801.388,583070.426 5035772.209,583098.28 5035757.242,583081.503 5035801.388))",744
"POLYGON ((583081.503 5035801.388,583098.28 5035757.242,583127.83 5035779.327,583081.503 5035801.388))",745
"POLYGON ((583145.674 5035760.152,583154.303 5035777.121,583127.83 5035779.327,583145.674 5035760.152))",746
"POLYGON ((583154.303 5035777.121,583145.674 5035760.152,583188.495 5035764.725,583154.303 5035777.121))",747
"POLYGON ((583061.137 5035756.533,583022.89 5035755.286,583079.846 5035744.893,583061.137 5035756.533))",748
"POLYGON ((583116.015 5035741.567,583079.846 5035744.893,583132.072 5035702.695,583116.015 5035741.567))",749
"POLYGON ((583160.758 5035726.392,583187.937 5035743.645,583116.015 5035741.567,583160.758 5035726.392))",750
"POLYGON ((583232.681 5035716.831,583144.129 5035719.325,583224.016 5035700.416,583232.681 5035716.831))",751
"POLYGON ((583144.129 5035719.325,583202.454 5035675.449,583224.016 5035700.416,583144.129 5035719.325))",752
"POLYGON ((583224.016 5035700.416,583247.849 5035703.82,583232.681 5035716.831,583224.016 5035700.416))",753
"POLYGON ((583247.849 5035703.82,583224.016 5035700.416,583202.454 5035675.449,583247.849 5035703.82))",754
"POLYGON ((583226.6 5035743.645,583268.174 5035736.994,583250.024 5035753.916,583226.6 5035743.645))",755
"POLYGON ((583232.681 5035716.831,583160.758 5035726.392,583144.129 5035719.325,583232.681 5035716.831))",756
"POLYGON ((583221.747 5035624.38,583247.849 5035703.82,583202.454 5035675.449,583221.747 5035624.38))",757
"POLYGON ((583232.681 5035716.831,583187.937 5035743.645,583160.758 5035726.392,583232.681 5035716.831))",758
"POLYGON ((583188.495 5035764.725,583145.674 5035760.152,583187.937 5035743.645,583188.495 5035764.725))",759
"POLYGON ((583188.495 5035764.725,583187.937 5035743.645,583218.428 5035755.995,583188.495 5035764.725))",760
"POLYGON ((583218.428 5035755.995,583226.6 5035743.645,583250.024 5035753.916,583218.428 5035755.995))",761
"POLYGON ((583226.6 5035743.645,583218.428 5035755.995,583187.937 5035743.645,583226.6 5035743.645))",762
"POLYGON ((583226.6 5035743.645,583232.681 5035716.831,583268.174 5035736.994,583226.6 5035743.645))",763
"POLYGON ((583188.495 5035764.725,583218.428 5035755.995,583186.291 5035783.74,583188.495 5035764.725))",764
"POLYGON ((583187.937 5035743.645,583232.681 5035716.831,583226.6 5035743.645,583187.937 5035743.645))",765
"POLYGON ((583250.024 5035753.916,583237.031 5035773.812,583218.428 5035755.995,583250.024 5035753.916))",766
"POLYGON ((583247.849 5035703.82,583281.894 5035701.551,583232.681 5035716.831,583247.849 5035703.82))",767
"POLYGON ((583188.495 5035764.725,583186.291 5035783.74,583154.303 5035777.121,583188.495 5035764.725))",768
"POLYGON ((583232.681 5035716.831,583320.401 5035727.224,583268.174 5035736.994,583232.681 5035716.831))",769
"POLYGON ((583232.681 5035716.831,583281.894 5035701.551,583320.401 5035727.224,583232.681 5035716.831))",770
"POLYGON ((583320.401 5035727.224,583334.098 5035711.764,583366.963 5035749.258,583320.401 5035727.224))",771
"POLYGON ((583334.098 5035711.764,583320.401 5035727.224,583281.894 5035701.551,583334.098 5035711.764))",772
"POLYGON ((583334.098 5035711.764,583423.752 5035610.762,583373.818 5035744.675,583334.098 5035711.764))",773
"POLYGON ((583320.401 5035727.224,583346.332 5035752.376,583268.174 5035736.994,583320.401 5035727.224))",774
"POLYGON ((583221.747 5035624.38,583281.894 5035701.551,583247.849 5035703.82,583221.747 5035624.38))",775
"POLYGON ((583373.818 5035744.675,583366.963 5035749.258,583334.098 5035711.764,583373.818 5035744.675))",776
"POLYGON ((583312.8 5035757.242,583346.332 5035752.376,583358.947 5035768.051,583312.8 5035757.242))",777
"POLYGON ((583268.174 5035736.994,583346.332 5035752.376,583312.8 5035757.242,583268.174 5035736.994))",778
"POLYGON ((583346.332 5035752.376,583366.963 5035749.258,583368.366 5035763.601,583346.332 5035752.376))",779
"POLYGON ((583269.019 5035773.812,583250.024 5035753.916,583312.8 5035757.242,583269.019 5035773.812))",780
"POLYGON ((583395.233 5035771.708,583366.963 5035749.258,583373.818 5035744.675,583395.233 5035771.708))",781
"POLYGON ((583368.366 5035763.601,583366.963 5035749.258,583395.233 5035771.708,583368.366 5035763.601))",782
"POLYGON ((583358.947 5035768.051,583368.366 5035763.601,583391.79 5035791.332,583358.947 5035768.051))",783
"POLYGON ((583368.366 5035763.601,583358.947 5035768.051,583346.332 5035752.376,583368.366 5035763.601))",784
